,Unnamed: 0,text,tweet_coord,tweet_created,tweet_location,negative,positive,neutral,compound,lemmatized,clean,blob_polarity,blob_subjectivity,keywords,latitude,longitude,longtitude
1302,2566, huge kudos to the FO of Sundays flt 1623 sjoiad Handed my daughter her first pair of wings Keeping traditions alive,,2015-02-20 03:45:35 -0800,"Washington, DC - USA",0.0,0.313,0.687,0.802,"['huge', 'kudos', 'fo', 'sunday', 'flt', 'sjoiad', 'handed', 'daughter', 'first', 'pair', 'wing', 'keeping', 'tradition', 'alive']",huge kudos fo sunday flt sjoiad handed daughter first pair wing keeping tradition alive,0.2500000000000001,0.5444444444444444, loyalty_program,38.9298584,-77.0333239145397,0.0
1303,2568, flightdelay on an early craft arrival because pilot is stuck in traffic fail nocustomerservice nocompensation,,2015-02-20 03:36:42 -0800,"santa barbara, CA",0.297,0.0,0.703,-0.6705,"['flightdelay', 'early', 'craft', 'arrival', 'pilot', 'stuck', 'traffic', 'fail', 'nocustomerservice', 'nocompensation']",flightdelay early craft arrival pilot stuck traffic fail nocustomerservice nocompensation,-0.2,0.29999999999999993, staff delay,34.4221319,-119.7026673,0.0
1304,2571, flt 912 Capt Herman is amazing Came out before flight to play ask the captain anything Wonderful ambassador to the airline,,2015-02-20 03:17:28 -0800,NY,0.0,0.355,0.645,0.872,"['flt', 'capt', 'herman', 'amazing', 'came', 'play', 'ask', 'captain', 'anything', 'wonderful', 'ambassador']",flt capt herman amazing came play ask captain anything wonderful ambassador,0.8,0.95, staff,43.1561681,-75.8449946,0.0
1305,2573, what is going on with baggage claim in Newarktiredandwanttogohome,,2015-02-20 02:54:49 -0800,,0.0,0.0,1.0,0.0,"['going', 'baggage', 'claim', 'newarktiredandwanttogohome']",going baggage claim newarktiredandwanttogohome,0.0,0.0, baggage refund,,,0.0
1306,2574, usually your lounge staff are fantastic Except today in MCO where almost denied entry to lounge even though traveling unitedfirst,,2015-02-20 02:47:45 -0800,"Chicago, IL",0.10800000000000001,0.149,0.7440000000000001,0.2484,"['usually', 'lounge', 'staff', 'fantastic', 'except', 'today', 'mco', 'almost', 'denied', 'entry', 'lounge', 'even', 'though', 'traveling', 'unitedfirst']",usually lounge staff fantastic except today mco almost denied entry lounge even though traveling unitedfirst,0.07500000000000001,0.575, staff,41.8755616,-87.6244212,0.0
1307,2575, 25 hour delay misplaced bag poor communication and the worse unsympathetic confrontational gate agent Not cool,,2015-02-20 02:42:26 -0800,,0.5429999999999999,0.0,0.457,-0.9014,"['hour', 'delay', 'misplaced', 'bag', 'poor', 'communication', 'worse', 'unsympathetic', 'confrontational', 'gate', 'agent', 'cool']",hour delay misplaced bag poor communication worse unsympathetic confrontational gate agent cool,-0.1625,0.5125, staff delay baggage,,,0.0
1308,2576, Why dont you respond to my emails of facebook msg Im still wating for my tickets Im getting really angry and disappointed,,2015-02-20 02:34:28 -0800,"Warsaw, Berlin, Kiev ",0.258,0.0,0.742,-0.7879999999999999,"['dont', 'respond', 'email', 'facebook', 'msg', 'still', 'wating', 'ticket', 'getting', 'really', 'angry', 'disappointed']",dont respond email facebook msg still wating ticket getting really angry disappointed,-0.625,0.875, ticketing_billing,,,0.0
1309,2578, So disappointed in the service and the level of staff communication Such a bummer,,2015-02-20 02:18:48 -0800,"Portland, OR",0.353,0.0,0.647,-0.7178,"['disappointed', 'service', 'level', 'staff', 'communication', 'bummer']",disappointed service level staff communication bummer,-0.75,0.75, staff,45.5202471,-122.6741949,0.0
1310,2580,Thanks  great news that u wont refund tickets due to a bad exchange rate I knew u would come to your senses  ,,2015-02-20 02:17:18 -0800,London via Adelaide,0.13699999999999998,0.275,0.588,0.5423,"['thanks', 'great', 'news', 'wont', 'refund', 'ticket', 'due', 'bad', 'exchange', 'rate', 'knew', 'would', 'come', 'sens']",thanks great news wont refund ticket due bad exchange rate knew would come sens,0.04375000000000004,0.4979166666666667, compliment ticketing_billing refund,43.097192,12.3611496,0.0
1311,2581,  Thank you for a wonderful global first class flight on your 777 to FRA Great service cont ,,2015-02-20 02:13:42 -0800,"Tulsa, OK",0.0,0.442,0.5579999999999999,0.8834,"['thank', 'wonderful', 'global', 'first', 'class', 'fra', 'great', 'service', 'cont']",thank wonderful global first class fra great service cont,0.5125,0.5208333333333333, compliment,36.1556805,-95.9929113,0.0
1312,2584,Thank you United  roam Thats a beautiful place to stay a day longer Have you been rebooked If not let me know MN,,2015-02-20 01:25:27 -0800,,0.0,0.33799999999999997,0.662,0.8481,"['thank', 'roam', 'thats', 'beautiful', 'place', 'stay', 'day', 'longer', 'rebooked', 'let', 'know', 'mn']",thank roam thats beautiful place stay day longer rebooked let know mn,0.85,1.0, compliment,,,0.0
1313,2585, to top it all off your flight attendants talked loudly throug the flight even when the lights were dimmed Resulting in no sleep,,2015-02-20 01:17:51 -0800,,0.08800000000000001,0.07200000000000001,0.84,-0.1027,"['top', 'attendant', 'talked', 'loudly', 'throug', 'even', 'light', 'dimmed', 'resulting', 'sleep']",top attendant talked loudly throug even light dimmed resulting sleep,0.3,0.6000000000000001, staff,,,0.0
1314,2590, 1hr delay at the start huge queues at security no representative to meet us rude staff at baggage reclaim  inefficient,,2015-02-20 00:47:16 -0800,,0.276,0.17300000000000001,0.551,-0.4215,"['hr', 'delay', 'start', 'huge', 'queue', 'security', 'representative', 'meet', 'u', 'rude', 'staff', 'baggage', 'reclaim', 'inefficient']",hr delay start huge queue security representative meet u rude staff baggage reclaim inefficient,0.05000000000000005,0.75, staff delay baggage,,,0.0
1315,2591, has the worst flight attendants They are like those angry and drunk aunts that we all have Everything has to be an argument,,2015-02-20 00:34:02 -0800,Bellevue Washington,0.375,0.076,0.5489999999999999,-0.8689,"['worst', 'attendant', 'like', 'angry', 'drunk', 'aunt', 'everything', 'argument']",worst attendant like angry drunk aunt everything argument,-0.45,0.85, staff,47.6144219,-122.1923372,0.0
1316,2592, its in black and white EU law and all that 600 for a Cancelled Flightled flight I want my money,,2015-02-19 23:47:03 -0800,bonkers in Yonkers,0.10400000000000001,0.067,0.8290000000000001,-0.1779,"['black', 'white', 'eu', 'law', 'cancelled', 'flightled', 'want', 'money']",black white eu law cancelled flightled want money,-0.08333333333333333,0.21666666666666667, cancellation,,,0.0
1317,2594, the extra care airline unitedairlines they dont care Trust me There customerservice is non existent They dont have 1,,2015-02-19 23:44:48 -0800,bonkers in Yonkers,0.11199999999999999,0.266,0.622,0.5716,"['extra', 'care', 'unitedairlines', 'dont', 'care', 'trust', 'customerservice', 'non', 'existent', 'dont']",extra care unitedairlines dont care trust customerservice non existent dont,0.0,0.1, staff,,,0.0
1318,2595, Another unfortunate case of bad luck usually maintenance issue They are now swapping planes to ONT will get in Late Flight ,,2015-02-19 23:43:32 -0800,,0.23600000000000002,0.109,0.655,-0.5423,"['another', 'unfortunate', 'case', 'bad', 'luck', 'usually', 'maintenance', 'issue', 'swapping', 'plane', 'ont', 'get', 'late']",another unfortunate case bad luck usually maintenance issue swapping plane ont get late,-0.4375,0.6291666666666667, delay,,,0.0
1319,2598, still awaiting a reply from ur customer services  18 days no response Lousy unitedairlines,,2015-02-19 23:39:55 -0800,bonkers in Yonkers,0.341,0.0,0.659,-0.6908,"['still', 'awaiting', 'reply', 'ur', 'customer', 'service', 'day', 'response', 'lousy', 'unitedairlines']",still awaiting reply ur customer service day response lousy unitedairlines,-0.5,0.5, staff,,,0.0
1320,2599, alright thank you Much appreciated,,2015-02-19 23:34:39 -0800,,0.0,0.7959999999999999,0.204,0.7783,"['alright', 'thank', 'much', 'appreciated']",alright thank much appreciated,0.2,0.1, compliment,,,0.0
1321,2601, thanks Im booked Just spent an extra 7 hrs in the TEN w no explanation Now flying middle seat to CHAR instead of Memphis,,2015-02-19 23:24:16 -0800,,0.08800000000000001,0.11599999999999999,0.797,0.1779,"['thanks', 'booked', 'spent', 'extra', 'hr', 'ten', 'w', 'explanation', 'flying', 'middle', 'seat', 'char', 'instead', 'memphis']",thanks booked spent extra hr ten w explanation flying middle seat char instead memphis,0.02,0.08, compliment,,,0.0
1322,2602, agent Rick Clifton in SEAHOU  told him my father is dying and needed to get my handbag on the cabin he did nothing shameful,,2015-02-19 23:24:09 -0800,"Seattle, WA",0.0,0.10300000000000001,0.897,0.3875,"['agent', 'rick', 'clifton', 'seahou', 'told', 'father', 'dying', 'needed', 'get', 'handbag', 'cabin', 'nothing', 'shameful']",agent rick clifton seahou told father dying needed get handbag cabin nothing shameful,0.0,0.0, staff,47.6038321,-122.3300624,0.0
1323,2604,we all watched as the crew was escorted from the back to 1st class Prebooked Really   Your dissatisfaction is und,,2015-02-19 23:18:09 -0800,Houston,0.155,0.0,0.845,-0.539,"['watched', 'crew', 'escorted', 'back', 'st', 'class', 'prebooked', 'really', 'dissatisfaction', 'und']",watched crew escorted back st class prebooked really dissatisfaction und,0.1,0.1, staff,29.7589382,-95.3676974,0.0
1324,2606,There were plenty of empty seats in coach  Your dissatisfaction is understood Crew members traveling for duty are prebooked on f,,2015-02-19 23:07:58 -0800,Houston,0.217,0.0,0.7829999999999999,-0.6124,"['plenty', 'empty', 'seat', 'coach', 'dissatisfaction', 'understood', 'crew', 'member', 'traveling', 'duty', 'prebooked', 'f']",plenty empty seat coach dissatisfaction understood crew member traveling duty prebooked f,-0.1,0.5, staff,29.7589382,-95.3676974,0.0
1325,2608, thank you so much How will you be able to contact me,,2015-02-19 22:48:21 -0800,Kaizen 改善,0.0,0.185,0.815,0.3612,"['thank', 'much', 'able', 'contact']",thank much able contact,0.5,0.625, compliment,,,0.0
1326,2610, your staff at LaGuardia and Lagos Nigeria were unprofessional uncaring and not helpful Ou,,2015-02-19 22:44:45 -0800,Yonkers NY,0.319,0.0,0.6809999999999999,-0.684,"['staff', 'laguardia', 'lagos', 'nigeria', 'unprofessional', 'uncaring', 'helpful', 'ou']",staff laguardia lagos nigeria unprofessional uncaring helpful ou,0.0,0.0, staff,40.9312099,-73.8987469,0.0
1327,2611, i got it at the gate thanks for checking,,2015-02-19 22:33:23 -0800,fuckin portland ass oregon,0.0,0.293,0.7070000000000001,0.4404,"['got', 'gate', 'thanks', 'checking']",got gate thanks checking,0.2,0.2, compliment,,,0.0
1328,2612, U kept passengers waiting all night 4 a plane that was being put out of service  Leaving everyone stranded for night inexcusable,,2015-02-19 22:23:47 -0800,,0.0,0.0,1.0,0.0,"['kept', 'passenger', 'waiting', 'night', 'plane', 'put', 'service', 'leaving', 'everyone', 'stranded', 'night', 'inexcusable']",kept passenger waiting night plane put service leaving everyone stranded night inexcusable,0.0,0.0, delay,,,0.0
1329,2613, I especially like how you upgraded three of your crew members to first class instead of passengers keepitclassy customerservice,,2015-02-19 22:22:22 -0800,Houston,0.0,0.141,0.8590000000000001,0.4201,"['especially', 'like', 'upgraded', 'three', 'crew', 'member', 'first', 'class', 'instead', 'passenger', 'keepitclassy', 'customerservice']",especially like upgraded three crew member first class instead passenger keepitclassy customerservice,0.125,0.6666666666666666, staff,29.7589382,-95.3676974,0.0
1330,2617,Really 9hours   We dont like delays and do all we can to avoid them Well have you on your way ASAP,,2015-02-19 22:17:59 -0800,Houston,0.177,0.086,0.737,-0.2982,"['really', 'hour', 'dont', 'like', 'delay', 'avoid', 'well', 'way', 'asap']",really hour dont like delay avoid well way asap,0.2,0.2, delay,29.7589382,-95.3676974,0.0
1331,2620, well As of yet our checked bag has already vanished and we havent left the airport yet,,2015-02-19 22:12:24 -0800,Chicago,0.0,0.11599999999999999,0.884,0.2732,"['well', 'yet', 'checked', 'bag', 'already', 'vanished', 'havent', 'left', 'airport', 'yet']",well yet checked bag already vanished havent left airport yet,0.0,0.0, baggage,41.8755616,-87.6244212,0.0
1332,2622, a rapid trip plane ticket from Idaho to California that doesnt have problems would be wonderful,,2015-02-19 22:11:43 -0800,,0.0,0.314,0.6859999999999999,0.7147,"['rapid', 'trip', 'plane', 'ticket', 'idaho', 'california', 'doesnt', 'problem', 'would', 'wonderful']",rapid trip plane ticket idaho california doesnt problem would wonderful,1.0,1.0, ticketing_billing,,,0.0
1333,2623, agent did help me My point theres a problem amp I dont want it to mess up somebody elses plans Can u flow this to tech team pls,,2015-02-19 22:04:21 -0800,"Los Angeles, California",0.21100000000000002,0.131,0.657,-0.3447,"['agent', 'help', 'point', 'there', 'problem', 'dont', 'want', 'mess', 'somebody', 'el', 'plan', 'flow', 'tech', 'team', 'pls']",agent help point there problem dont want mess somebody el plan flow tech team pls,-0.175,0.175, staff,34.0536909,-118.2427666,0.0
1334,2624, being delayed 3 hours for a one hour flight is more than frustrating Im also unable to get a decent meal at this hourNever again,,2015-02-19 22:01:51 -0800,"Los Angeles, CA",0.20199999999999999,0.0,0.7979999999999999,-0.6222,"['delayed', 'hour', 'one', 'hour', 'frustrating', 'also', 'unable', 'get', 'decent', 'meal', 'hournever']",delayed hour one hour frustrating also unable get decent meal hournever,-0.2444444444444445,0.6888888888888888, delay,34.0536909,-118.2427666,0.0
1335,2626, you guys are awesome Thanks,,2015-02-19 21:56:44 -0800,,0.0,0.7,0.3,0.7906,"['guy', 'awesome', 'thanks']",guy awesome thanks,0.6,0.6, compliment,,,0.0
1336,2630, I would appreciate an answer on why we werent alerted flight had been Cancelled Flighted until plane landed  showsomerespect,,2015-02-19 21:50:46 -0800,,0.09699999999999999,0.13,0.773,0.1779,"['would', 'appreciate', 'answer', 'werent', 'alerted', 'cancelled', 'flighted', 'plane', 'landed', 'showsomerespect']",would appreciate answer werent alerted cancelled flighted plane landed showsomerespect,0.0,0.0, cancellation,,,0.0
1337,2631, WTF Delay after delay 15 hours YVR to SAN Unacceptable Flight Crew Availability is to blame NEVER AGAIN with ,,2015-02-19 21:50:41 -0800,"Vancouver, BC",0.509,0.0,0.491,-0.9265,"['wtf', 'delay', 'delay', 'hour', 'yvr', 'san', 'unacceptable', 'crew', 'availability', 'blame', 'never']",wtf delay delay hour yvr san unacceptable crew availability blame never,-0.5,1.0, staff delay,49.2608724,-123.1139529,0.0
1338,2633,  Great customer service again Thanks,,2015-02-19 21:43:53 -0800,,0.0,0.7,0.3,0.7906,"['great', 'customer', 'service', 'thanks']",great customer service thanks,0.5,0.475, compliment staff,,,0.0
1339,2634, thanks that would be awesome,,2015-02-19 21:39:25 -0800,UK,0.0,0.7,0.3,0.7906,"['thanks', 'would', 'awesome']",thanks would awesome,0.6,0.6, compliment,54.7023545,-3.2765753,0.0
1340,2635, hey left my computer bag wcomputer inside in United filed online report no response,,2015-02-19 21:38:57 -0800,,0.129,0.165,0.706,0.1531,"['hey', 'left', 'computer', 'bag', 'wcomputer', 'inside', 'filed', 'online', 'report', 'response']",hey left computer bag wcomputer inside filed online report response,0.0,0.0, baggage,,,0.0
1341,2639,  Thanks Formed submitted Im not betting someone would be honest enough to turn it in though,,2015-02-19 21:18:05 -0800,IL,0.0,0.307,0.693,0.7351,"['thanks', 'formed', 'submitted', 'betting', 'someone', 'would', 'honest', 'enough', 'turn', 'though']",thanks formed submitted betting someone would honest enough turn though,0.26666666666666666,0.5333333333333333, compliment,,,0.0
1342,2640, I have a LH return business ticket from Den to FraIf I fly domestic with youbag can be checked through to Frano need to claim,,2015-02-19 21:16:47 -0800,,0.0,0.0,1.0,0.0,"['lh', 'return', 'business', 'ticket', 'den', 'fraif', 'fly', 'domestic', 'youbag', 'checked', 'frano', 'need', 'claim']",lh return business ticket den fraif fly domestic youbag checked frano need claim,0.4,0.5, ticketing_billing refund,,,0.0
1343,2646, I would like a supervisor to talk to Now we are waiting for a flight attendant as one just walked off amp left ,,2015-02-19 20:57:30 -0800,Pursuit of Happiness,0.0,0.11599999999999999,0.884,0.3612,"['would', 'like', 'supervisor', 'talk', 'waiting', 'attendant', 'one', 'walked', 'left']",would like supervisor talk waiting attendant one walked left,0.1,0.2, staff delay,,,0.0
1344,2647, Whats your phone number Customer service question,,2015-02-19 20:46:28 -0800,"Nanjing, China",0.0,0.17800000000000002,0.8220000000000001,0.0772,"['whats', 'phone', 'number', 'customer', 'service', 'question']",whats phone number customer service question,0.0,0.0, staff,32.0609736,118.7916458,0.0
1345,2648,  Kids left a kindle fire HD 6 onboard UA1037 ORDSFO today Row 9ABCDEF we had the whole row amongst the 5 of us  Help,,2015-02-19 20:39:45 -0800,IL,0.1,0.11199999999999999,0.7879999999999999,0.0772,"['kid', 'left', 'kindle', 'fire', 'hd', 'onboard', 'ordsfo', 'today', 'row', 'abcdef', 'whole', 'row', 'amongst', 'u', 'help']",kid left kindle fire hd onboard ordsfo today row abcdef whole row amongst u help,0.1,0.2, loyalty_program,,,0.0
1346,2650,  We hope to see you on board soon and thanks for the tweet EY ,,2015-02-19 20:35:26 -0800,"Sacramento, CA",0.0,0.326,0.674,0.7003,"['hope', 'see', 'board', 'soon', 'thanks', 'tweet', 'ey']",hope see board soon thanks tweet ey,0.2,0.2, compliment,38.5815719,-121.4943996,0.0
1347,2651, just curious when are you going to to finally learn customerservice ,,2015-02-19 20:30:55 -0800,"New York, NY",0.0,0.187,0.813,0.3182,"['curious', 'going', 'finally', 'learn', 'customerservice']",curious going finally learn customerservice,-0.05,1.0, staff,40.7127281,-74.0060152,0.0
1348,2655, she was at the service desk at gate 21 and helped us find a flight to get us to our dest on time when our flight got Cancelled Flightled,,2015-02-19 20:18:37 -0800,,0.069,0.0,0.9309999999999999,-0.25,"['service', 'desk', 'gate', 'helped', 'u', 'find', 'get', 'u', 'dest', 'time', 'got', 'cancelled', 'flightled']",service desk gate helped u find get u dest time got cancelled flightled,0.0,0.0, cancellation,,,0.0
1349,2656, 12 thanks but does not answer my question I want to make a reservation over the phone in Perth hold for 24hrs and have family,,2015-02-19 20:18:10 -0800,,0.0,0.139,0.861,0.34,"['thanks', 'answer', 'question', 'want', 'make', 'reservation', 'phone', 'perth', 'hold', 'hr', 'family']",thanks answer question want make reservation phone perth hold hr family,0.2,0.2, compliment,,,0.0
1350,2657, it wasnt a delay so much as a straight Cancelled Flightlation Weather wasnt an issue either,,2015-02-19 20:15:42 -0800,"Los Angeles, CA",0.11699999999999999,0.24100000000000002,0.642,0.2791,"['wasnt', 'delay', 'much', 'straight', 'cancelled', 'flightlation', 'weather', 'wasnt', 'issue', 'either']",wasnt delay much straight cancelled flightlation weather wasnt issue either,0.2,0.4, delay cancellation,34.0536909,-118.2427666,0.0
1351,2658, thanks for ruining my wedding anniversary Flight UA4904 from EWR to RDU is delayed by over 3 hours and will reach home the nxt day,,2015-02-19 20:13:46 -0800,"Raleigh-Durham, NC USA",0.14,0.14300000000000002,0.7170000000000001,0.0258,"['thanks', 'ruining', 'wedding', 'anniversary', 'ewr', 'rdu', 'delayed', 'hour', 'reach', 'home', 'nxt', 'day']",thanks ruining wedding anniversary ewr rdu delayed hour reach home nxt day,0.2,0.2, compliment delay,35.9021015,-79.0086702,0.0
1352,2659, Cancelled Flightled my flight for some unknown reason and havent really given me anything to make my overnight layover tolerable,,2015-02-19 20:13:36 -0800,,0.095,0.0,0.905,-0.25,"['cancelled', 'flightled', 'unknown', 'reason', 'havent', 'really', 'given', 'anything', 'make', 'overnight', 'layover', 'tolerable']",cancelled flightled unknown reason havent really given anything make overnight layover tolerable,0.05,0.4, cancellation,,,0.0
1353,2662, thanks keep up the good work,,2015-02-19 20:00:09 -0800,Raleigh,0.0,0.5920000000000001,0.408,0.7003,"['thanks', 'keep', 'good', 'work']",thanks keep good work,0.45,0.4, compliment,35.7803977,-78.6390989,0.0
1354,2663,  4 reFlight Booking Problemss in last 2 days and each time united wait time was lt5 seconds Kudos to you for excellent customer service,,2015-02-19 19:59:53 -0800,,0.0,0.34,0.66,0.8689,"['reflight', 'booking', 'problem', 'last', 'day', 'time', 'wait', 'time', 'lt', 'second', 'kudos', 'excellent', 'customer', 'service']",reflight booking problem last day time wait time lt second kudos excellent customer service,0.3333333333333333,0.3555555555555556, staff delay,,,0.0
1355,2671, very missed daughter suppose to dpt ORD 59pm  dpted  830pm checked weeks average for UA3645 shameful  7 day average 754pm,,2015-02-19 19:34:55 -0800,Ottawa/St.Louis,0.251,0.0,0.7490000000000001,-0.6901,"['missed', 'daughter', 'suppose', 'dpt', 'ord', 'dpted', 'checked', 'week', 'average', 'shameful', 'day', 'average']",missed daughter suppose dpt ord dpted checked week average shameful day average,-0.15,0.4, loyalty_program,38.6793255,-90.3810384,0.0
1356,2672, I understand why the pilot would get on the plane but why 1st class  There were 5 empty coach seats near me  Im a Premier 1K,,2015-02-19 19:29:22 -0800,"Houston, Texas",0.091,0.0,0.909,-0.29600000000000004,"['understand', 'pilot', 'would', 'get', 'plane', 'st', 'class', 'empty', 'coach', 'seat', 'near', 'premier', 'k']",understand pilot would get plane st class empty coach seat near premier k,0.0,0.45, staff,29.7589382,-95.3676974,0.0
1357,2673, fantastic night of waiting 3 hours for a delayed airplane only for you to alert us flight is Cancelled Flighted when it lands whatstatus,,2015-02-19 19:27:37 -0800,,0.141,0.209,0.65,0.4404,"['fantastic', 'night', 'waiting', 'hour', 'delayed', 'airplane', 'alert', 'u', 'cancelled', 'flighted', 'land', 'whatstatus']",fantastic night waiting hour delayed airplane alert u cancelled flighted land whatstatus,0.4,0.9, delay cancellation,,,0.0
1358,2674, can someone at the airport in Portland OR buy a ticket to be picked up and used 2days Late Flightr by other from Perth AUSTRALIA Thanks,,2015-02-19 19:26:42 -0800,,0.0,0.10800000000000001,0.892,0.4404,"['someone', 'airport', 'portland', 'buy', 'ticket', 'picked', 'used', 'day', 'late', 'flightr', 'perth', 'australia', 'thanks']",someone airport portland buy ticket picked used day late flightr perth australia thanks,-0.04999999999999999,0.4, compliment delay ticketing_billing,,,0.0
1359,2678, sent you my confirmation via DM Thank you very much,,2015-02-19 19:21:28 -0800,,0.0,0.217,0.7829999999999999,0.3612,"['sent', 'confirmation', 'via', 'dm', 'thank', 'much']",sent confirmation via dm thank much,0.2,0.2, compliment online,,,0.0
1360,2679, board customers onto a plane with no pilot The only thing that expedited was my time in line to book a new flight Come on now,,2015-02-19 19:21:13 -0800,"Arlington, VA",0.087,0.0,0.9129999999999999,-0.29600000000000004,"['board', 'customer', 'onto', 'plane', 'pilot', 'thing', 'expedited', 'time', 'line', 'book', 'new', 'come']",board customer onto plane pilot thing expedited time line book new come,0.13636363636363635,0.4545454545454545, staff,38.8903961,-77.0841585,0.0
1361,2684, landed at 940pm and have been standing waiting for bags that were loaded plane sidewhy isnt the crew heretiredcustomer,,2015-02-19 19:06:41 -0800,New York,0.0,0.0,1.0,0.0,"['landed', 'standing', 'waiting', 'bag', 'loaded', 'plane', 'sidewhy', 'isnt', 'crew', 'heretiredcustomer']",landed standing waiting bag loaded plane sidewhy isnt crew heretiredcustomer,0.0,0.0, staff delay baggage,40.7127281,-74.0060152,0.0
1362,2686, I was rebooked however it would have been nice not to have to wait an extra 90 min at the airport  How will you make this right,,2015-02-19 19:04:10 -0800,,0.0,0.10099999999999999,0.899,0.4215,"['rebooked', 'however', 'would', 'nice', 'wait', 'extra', 'min', 'airport', 'make', 'right']",rebooked however would nice wait extra min airport make right,0.29523809523809524,0.5452380952380952, delay,,,0.0
1363,2688, after waiting for over an hour we finally board the airplane only to find out we have to call maintenance And this plane is cold,,2015-02-19 19:02:05 -0800,,0.0,0.0,1.0,0.0,"['waiting', 'hour', 'finally', 'board', 'airplane', 'find', 'call', 'maintenance', 'plane', 'cold']",waiting hour finally board airplane find call maintenance plane cold,-0.3,1.0, delay,,,0.0
1364,2689, broke my suitcase amp refuses to give me a repair estimate ,,2015-02-19 19:01:02 -0800,Where the miles are,0.237,0.0,0.763,-0.4215,"['broke', 'suitcase', 'refuse', 'give', 'repair', 'estimate']",broke suitcase refuse give repair estimate,0.0,0.0, baggage,,,0.0
1365,2690, How do you have a scheduled flight WITH NO CREW Is there a competent person working at this airline,,2015-02-19 19:00:33 -0800,"Buffalo, NY",0.145,0.114,0.741,-0.1613,"['scheduled', 'crew', 'competent', 'person', 'working']",scheduled crew competent person working,0.5,0.6666666666666666, staff,42.8867166,-78.8783922,0.0
1366,2693, thanks KP  Whats going on w4840 tonight  Bad update online and phone Cant u give customers good info Not waste their time,,2015-02-19 18:48:33 -0800,DC/SF/BFLO,0.21,0.18600000000000003,0.604,-0.1714,"['thanks', 'kp', 'whats', 'going', 'w', 'tonight', 'bad', 'update', 'online', 'phone', 'cant', 'give', 'customer', 'good', 'info', 'waste', 'time']",thanks kp whats going w tonight bad update online phone cant give customer good info waste time,2.7755575615628914e-17,0.3666666666666667, compliment,,,0.0
1367,2694, just got my lost Kindle in the mail Thanks again,,2015-02-19 18:44:17 -0800,,0.174,0.22,0.606,0.1531,"['got', 'lost', 'kindle', 'mail', 'thanks']",got lost kindle mail thanks,0.2,0.2, compliment,,,0.0
1368,2697, 4840 You knew this flight was delayed MHT to ALB to EWR to get crew Your arrival is Late Flightr than the departure Update your site,,2015-02-19 18:36:53 -0800,DC/SF/BFLO,0.071,0.0,0.929,-0.2263,"['knew', 'delayed', 'mht', 'alb', 'ewr', 'get', 'crew', 'arrival', 'late', 'flightr', 'departure', 'update', 'site']",knew delayed mht alb ewr get crew arrival late flightr departure update site,-0.3,0.6, staff delay,,,0.0
1369,2698, 4840 WTF Why cant you update your times in a timely manner Youve known the fight was more delayed Ur service is awful ,,2015-02-19 18:33:00 -0800,DC/SF/BFLO,0.406,0.0,0.594,-0.9067,"['wtf', 'cant', 'update', 'time', 'timely', 'manner', 'youve', 'known', 'fight', 'delayed', 'ur', 'service', 'awful']",wtf cant update time timely manner youve known fight delayed ur service awful,-0.75,1.0, delay,,,0.0
1370,2699, Want to book a multicity fare Have miles for 1of 2 flights An option to pay for 1st flight with miles 2nd with UMP Visa Thanks,,2015-02-19 18:30:00 -0800,,0.053,0.158,0.789,0.4215,"['want', 'book', 'multicity', 'fare', 'mile', 'flight', 'option', 'pay', 'st', 'mile', 'nd', 'ump', 'visa', 'thanks']",want book multicity fare mile flight option pay st mile nd ump visa thanks,0.2,0.2, compliment,,,0.0
1371,2700, waiting on plane so long missed my connecting flight it left early Thats the last flight out tonight HELP ,,2015-02-19 18:25:26 -0800,,0.10800000000000001,0.15,0.742,0.2393,"['waiting', 'plane', 'long', 'missed', 'connecting', 'left', 'early', 'thats', 'last', 'tonight', 'help']",waiting plane long missed connecting left early thats last tonight help,0.0125,0.19166666666666665, delay,,,0.0
1372,2703, Im in Denver my bag is in San Jose See something wrong here,,2015-02-19 18:20:40 -0800,"Omaha, NE",0.205,0.0,0.795,-0.4767,"['denver', 'bag', 'san', 'jose', 'see', 'something', 'wrong']",denver bag san jose see something wrong,-0.5,0.9, baggage,41.2587459,-95.9383758,0.0
1373,2704, you know its bad when youre praying your connecting flight is delayed because of an hour delay on the first flight JustGetMeHome,,2015-02-19 18:19:44 -0800,,0.273,0.08900000000000001,0.638,-0.6369,"['know', 'bad', 'youre', 'praying', 'connecting', 'delayed', 'hour', 'delay', 'first', 'justgetmehome']",know bad youre praying connecting delayed hour delay first justgetmehome,-0.22499999999999992,0.5, delay,,,0.0
1374,2706, so our flight into ORD was delayed because of Air Force One but the last flight to SBN is at 820 5 mins from now we just landed,,2015-02-19 18:13:11 -0800,,0.053,0.0,0.9470000000000001,-0.1154,"['ord', 'delayed', 'air', 'force', 'one', 'last', 'sbn', 'min', 'landed']",ord delayed air force one last sbn min landed,0.0,0.06666666666666668, delay,,,0.0
1375,2708, LGJW7B I voluntarily rerouted 1st leg of journey was in economy and was supposed to be 8B Res agent said shed reserve it for me,,2015-02-19 18:06:35 -0800,,0.0,0.0,1.0,0.0,"['lgjwb', 'voluntarily', 'rerouted', 'st', 'leg', 'journey', 'economy', 'supposed', 'b', 're', 'agent', 'said', 'shed', 'reserve']",lgjwb voluntarily rerouted st leg journey economy supposed b re agent said shed reserve,0.0,0.0, staff,,,0.0
