,text,tweet_coord,tweet_created,tweet_location
3639, Hi can you email me here so i can share the details Thanks frankcom,,2015-02-17 14:00:49 -0800,"Germantown, MD"
3640, But I got a bad exchange rate so want my money back Please can you refund without penalty,,2015-02-17 13:58:36 -0800,
3641, My flight UA1159 to Denver for RMOUG15 has been recheduled 5 times If I am no show youll know why Ridiculous,,2015-02-17 13:58:10 -0800,San Francisco
3642, youre just using automated  responses and dont have the decency to actually carerespond,,2015-02-17 13:57:58 -0800,Loving the Languageof Literacy
3643, JT the issue is with missed connections early gate closings and zero concern from customer service,,2015-02-17 13:57:16 -0800,"Ontario, Canada"
3644, here I was thinking how I could say so many nice things after getting upgraded but then you delayed my flight Its ok,,2015-02-17 13:57:04 -0800,"Denver, CO"
3645, Can you explain how it rewards us elite Premiere 1K members,,2015-02-17 13:55:55 -0800,"New York, NY"
3646, for our birthdays my fianc amp I want to travel Late Flight April Youre our fave airline but Frontier has this  ,,2015-02-17 13:55:51 -0800,"Chicago, IL"
3647, Im resending the confirmation code in a DM,,2015-02-17 13:55:14 -0800,"Ontario, Canada"
3648, I did DM the details back on 0214 when this started with phone number to reach me no reply either online or by phone,,2015-02-17 13:54:41 -0800,"Ontario, Canada"
3649, Airlines CEO Jeff Smisek Disloyal to Loyal Workers  via ,,2015-02-17 13:48:55 -0800,Sacramento
3650, The guidelines say 10x9x17 my bag is 20x157x87 so its a bit taller than the guidelines Is that gonna be a problem,,2015-02-17 13:48:13 -0800,The Netherlands
3651, thank you I wish the lady in Little Rock had told me that in the morning when I asked her,,2015-02-17 13:47:58 -0800,"Conway, AR"
3652, no claim number Havent been back to iAd baggage since Is there a phone I can call to speak to someone,,2015-02-17 13:47:56 -0800,
3653, do you think there Will problems at Newark NJ on Saturday due to expected snow,,2015-02-17 13:45:47 -0800,Nederland
3654, Got it  I am following the United page,,2015-02-17 13:45:24 -0800,Southern New Jersey
3655, Thank you for the speedy response I figured it may be something of that nature You guys and your fine print haha,,2015-02-17 13:43:26 -0800,"North Hollywood, CA"
3656, worst service ever ,,2015-02-17 13:42:01 -0800,san diego
3657, thanks for your attention I would actually like to make a specific complaint about customer service at DCA What is my best option,,2015-02-17 13:41:05 -0800,
3658, cant believe United cant find someone to just simply check a seat back for a missing passport Loved United but debating choice,,2015-02-17 13:40:40 -0800,
3659, I am furious  Youre firm is a disgrace Despite all our efforts you did zero to protect our daughter All alone at night  United,,2015-02-17 13:37:08 -0800,"New Canaan, Ct"
3660, holy high speed internet batman  Speeds at United Club at IAD are insanely fast  Thanks,,2015-02-17 13:31:34 -0800,NJ
3661, Your website Flight Booking Problems experience is an obnoxious upsellladen disaster for anyone with half a brain,,2015-02-17 13:30:08 -0800,So Cal
3662,   like 2 weeks after my flight Creative,,2015-02-17 13:29:16 -0800,
3663, Flt 4487 is having some MAJOR delays bc ground crew was so SLOW The flight crew has been terrific Been 2 hours on the ground,,2015-02-17 13:29:01 -0800,"Washington, DC"
3664, sorry I hate united i wont get to see my family until Thursday,,2015-02-17 13:27:11 -0800,Loving the Languageof Literacy
3665, Thanks for the timely service amp great staff getting my wife and me to and from Cancun this past week for our honeymoon,,2015-02-17 13:26:46 -0800,"Titletown, USA"
3666, done just now thanks,,2015-02-17 13:23:46 -0800,North West of England
3667, Currently on standby to Lax then it is a 2 hour ride to Palm Springs Long day starting at a snowy 330 am in philly,"[39.85861339, -104.67232131]",2015-02-17 13:22:29 -0800,All Over The World
3668, Your customer service for Mileage Plus customers is a disgrace I just spent 45 min on the phone to reset a pin number with no luck,,2015-02-17 13:16:25 -0800,Washington DC
3669, No I do not I was only given a Flight Booking Problems reference number,,2015-02-17 13:15:50 -0800,"NYC, Toronto "
3670, All these changes Way to stick it to your Premiere 1K loyal customers Why make things harder for those that loyal to you,,2015-02-17 13:13:37 -0800,"New York, NY"
3671, thanks for the offer but I finally made it to my destination albeit hours Late Flight,,2015-02-17 13:12:21 -0800,"chicago, il"
3672, Airlines Cancelled Flights OC FLL flight today 700 to switch No notice no apology We are done flying UnitedAirlines,,2015-02-17 13:11:32 -0800,Costa Mesa
3673, can you send me another confirmation email,,2015-02-17 13:11:15 -0800,Ravens Nation  51814
3674, it would be super if you paid as much attention to actual fliers as you do to credit card holders,,2015-02-17 13:09:50 -0800,Denver
3675, I travel a lot and I get it Youre still my fave but EWR to Cleveland w40 min layover to connect to DC  our best option Come on,,2015-02-17 13:07:19 -0800,"Washington, DC"
3676, 3pm and my bags still not here not even a courtesy toiletries kit not the flight experience I was expecting very disappointed,,2015-02-17 13:04:45 -0800,"Conway, AR"
3677, Airlines Cancelled Flights OC FLL flight today 700 to switch No notice no apology Done flying UnitedAirlines,,2015-02-17 13:03:10 -0800,"Costa Mesa, CA"
3678, sorry wrong link for the bag   Thats the one i meant,,2015-02-17 13:01:52 -0800,The Netherlands
3679, flight 86 LAXIAD back rows NOT CLEANED prior to boarding How gross is that to find used tissues in your seat  Please,,2015-02-17 13:01:36 -0800,NoVa
3681, take a lesson from   they know how to treat customers,,2015-02-17 12:58:44 -0800,"Brentwood, CA"
3682, plus you horrible seating and poor customer service everywhere Ive flown now you take away the mileage programhorrible,,2015-02-17 12:58:21 -0800,"Brentwood, CA"
3683, youd learn if you listen to your customersyou do want you want asks their customer what they want,,2015-02-17 12:57:33 -0800,"Brentwood, CA"
3684, customer service ,,2015-02-17 12:55:25 -0800,chicago IL
3685, Priceless United stranded my daughter at OHare United did zero to keep her safealone on a plastic chair for 9h  United Air,,2015-02-17 12:55:24 -0800,"New Canaan, Ct"
3686, Hi again any updates here,,2015-02-17 12:53:37 -0800,"NYC, Toronto "
3687, Could you tell me if this bag would be accepted as a personal item  Can i bring one carryon bag plus this ,,2015-02-17 12:51:23 -0800,The Netherlands
3688, 3359 which you finally Cancelled Flightled,,2015-02-17 12:51:04 -0800,"Washington, DC"
3689, what link Those are all the email offers u sent me in a year to buytransfer milesThe last 1 just expired ,,2015-02-17 12:46:41 -0800,Italy
3690, thanks finally made it Missed meetings but what can I do now,,2015-02-17 12:44:21 -0800,
3691, Our flight was originally supposed to leave at 140pm amp now we wont leave until 5 This is the 2nd time this has happened,,2015-02-17 12:43:39 -0800,Loving the Languageof Literacy
3692, Supposedly theyre out for delivery Ill believe it when I see it,,2015-02-17 12:42:39 -0800,St. Pete
3693, Thank you Yes I was hoping to speak with someone directly but appreciate the link nonetheless ,,2015-02-17 12:42:18 -0800,West Coast of America
3694, Sure did Only waited about 15min Yay,,2015-02-17 12:29:25 -0800,
3695, Hi JH my experience with United has been entirely disgusting but yes Id like assistance in getting compensated for my bag,,2015-02-17 12:27:15 -0800,New York | Los Angeles
3696, took this picture on Thursday awesome ,,2015-02-17 12:25:07 -0800,"North Plainfield, NJ"
3697, probably wouldnt be doing it had someone returned my call or email Case number 8273993,,2015-02-17 12:23:19 -0800,
3698, I cant even fit my name on the first two lines yes Please do pass on feedback This is a big downgrade from previous years,,2015-02-17 12:21:27 -0800,Colorado
3699,Is expiring the  offer to buy or transfer United MileagePlus miles with discount Many offers during a year ,,2015-02-17 12:19:37 -0800,Italy
3700, no it was 2 flight Cancelled Flightlations one due to weather one mechanical paid own hotel bag held in transfer No vouchercompensation,,2015-02-17 12:12:46 -0800,"New York, NY"
3701, i got email that my reservations got Cancelled Flightled and i will be refunded  Nothing got refunded as of yet,,2015-02-17 12:12:23 -0800,Jerusalem-London-Antwerp
3702, So what do you offer now that my flight was Cancelled Flighted and Im stranded away from home and work,"[26.37852293, -81.78472152]",2015-02-17 12:10:00 -0800,Chicago
3703, you are really trying me today,,2015-02-17 11:59:52 -0800,
3704, looks like Im settled in to where Im going  Thx,"[39.85871934, -104.67371484]",2015-02-17 11:59:43 -0800,All Over The World
3705, flt 4567 has had two more updates in the last 3 minutes,,2015-02-17 11:58:36 -0800,Memphis
3706, no they were to busy taking to each other and I needed to get to an audition,,2015-02-17 11:55:49 -0800,LA
3707, was never given one,,2015-02-17 11:52:55 -0800,
3708, quick response offering assistance but lack of follow through  not really the service I was expecting,,2015-02-17 11:52:31 -0800,"Ontario, Canada"
3709, Stuck in IAD going on 6 hours waiting for a ferry flight from Nashville that u cant tell when it will arrive Ridiculous,,2015-02-17 11:49:10 -0800,"Washington, DC"
3710, flt 4567 no gate agent no announcements So unprofessional Time to go back to ,,2015-02-17 11:42:39 -0800,Memphis
3711, Thanks KP Please also mention the Quiche breakfast and Tandoori chicken dinner entrees and accompaniments are truly First Class,,2015-02-17 11:42:08 -0800,"Port Washington, NY 11050"
3712, flt 4567 departure time has changed five times in the last 20 minutes Why dont you figure out a solution and announce once,,2015-02-17 11:41:48 -0800,Memphis
3713, bags are still in Houston since Friday and still have not been reimbursed the baggage fee,,2015-02-17 11:37:23 -0800,North Tonawanda
3714, who can tell me where they are,,2015-02-17 11:30:51 -0800,St. Pete
3715, flight 4567 have already been Cancelled Flightled once been trying to get home two days Staff being very unhelpful,,2015-02-17 11:30:13 -0800,Memphis
3716, each flight is worse than last flight attendants dont even know whether the plane is equipped with power outlets at the seats,"[40.70773298, -74.17069948]",2015-02-17 11:29:29 -0800,NYC
3717, flight 4567 agent now wandered off Pilots came out looking for her Went to charge her personal phone which shed been txting on,,2015-02-17 11:29:13 -0800,Memphis
3718, waiting for flight 4567 to memphis Incredibly rude gate agent waited until after departure time to announce delay 1 of 2 rude,,2015-02-17 11:28:00 -0800,Memphis
3719, I dont see how I need to spend an extra 100 bc of ur equipment failure,,2015-02-17 11:27:37 -0800,The Lone Star State
3720, I dont need to make any changes I reserved my seats when I bought my tickets and there was an error amp now there are no comp seats,,2015-02-17 11:27:15 -0800,The Lone Star State
3721, its 2015 and no power outlets at the seats on a 6 hour flight to California Seriously This is why airlines are failing Pathetic,"[40.70749747, -74.17084113]",2015-02-17 11:27:03 -0800,NYC
3722, thanks kp but luckily my transfer has maintenance issues and is still delayed so I didnt miss my transfer,,2015-02-17 11:26:18 -0800,
3723, No not received any emails in either Inbox or junkspam,,2015-02-17 11:24:29 -0800,North West of England
3724,  could you please send me a phone  to the refunds department  We have submitted our claim through email without success,,2015-02-17 11:23:49 -0800,
3725, Im not this person but Ive been sitting in Denver for three hours and all I want to do is get on a plane Please let me go home,,2015-02-17 11:23:36 -0800,"Bozeman, Montana"
3726,  flight 441 on 24 was delayed over three hours because the pilot never showed up,,2015-02-17 11:21:10 -0800,
3727, I just need to get to RIC tonight Ive been in EWR for 24hrs now,,2015-02-17 11:20:32 -0800,Usually in a plane
3728, which is why my next flights to Miami will be on another airline,,2015-02-17 11:19:49 -0800,
3729, It is super frustrating that the folks at the United Ticket Counter in Pittsburg arent honoring their own Media Rate unitedfail,,2015-02-17 11:15:58 -0800,
3730, 45 minutes after arrival and no bags for most people UA469 from den to ewr How long should we wait until a ual rep comes here,,2015-02-17 11:12:28 -0800,"Denver, CO"
3731, What is the policy behind changing passengers seating assignments at the gate,,2015-02-17 11:05:51 -0800,"North Hollywood, CA"
3732, with Karen and found her unhelpful and rude  called United at the time amp told she could board but Karen would not accept,,2015-02-17 11:04:19 -0800,
3733, she has crossed 4 prior times with other carriers and no issue Karen was rude untrained and unhelpful I also spoke,,2015-02-17 11:03:29 -0800,
3734, nexus confirmed that at any crossing via air car or boat she can travel with only Nexus,,2015-02-17 11:02:52 -0800,
3735, 2 employee yelled at her 3 employee stood with others whispering and pointing at her from behind counter,,2015-02-17 11:02:02 -0800,
3736, 1 refused boarding with Nexus nexus confirmed she should not be refused,,2015-02-17 11:01:05 -0800,
3737, on a good note the 2 employees I encountered  Newark were fabulous I was very Late Flight for my connecting flight and they got me on,,2015-02-17 10:58:41 -0800,"Plattsburgh, New York"
3738, u lost my bag and would not refund my bag fee Does that make sense to you And yes I already called cust svc They said no,,2015-02-17 10:54:00 -0800,"fairfield county, connecticut"
3739, yall tried it with this little bitty plane flying out of boston I hate little planes,,2015-02-17 10:52:24 -0800,
3740, doing a good thing holding flight for a few for 11 peeps on Late Flight connecting flight Well still make destination on time,,2015-02-17 10:45:53 -0800,Colorado
3741, Q Just purchased ticket to Hawaii for trip in Late FlightMarch Does this mean we will acquire miles based on price or distance flown,,2015-02-17 10:45:53 -0800,
3742, stay warm  I will be passing through Chicago next week,,2015-02-17 10:35:45 -0800,NJ/NYC
3743, the refund request functionality on  is brokeni get a time out error,,2015-02-17 10:35:09 -0800,
3744, NJairports Only at Newark can you land 15 minutes early but lose all that time waiting on tarmac for a gate,,2015-02-17 10:28:49 -0800,Northwestern NJ
3745, giving up on your direct flight from IAH to Honolulu 3rd attempt in 3 years  3rd delay  7 meal voucher Wow Customer service,,2015-02-17 10:28:14 -0800,
3746, just played the Most bizarre safety video Ive ever seen ,,2015-02-17 10:20:25 -0800,"ÜT: 40.635407,-73.991869"
3747, Nearly 48 hours Late Flightr and still no idea where it is I will never fly United again if I can help it,,2015-02-17 10:14:55 -0800,Toronto
3748, 1591 had wifi broken on plane Had same outage on 1618 on Friday How can Southwest get it right on every plane but United cant,,2015-02-17 10:14:38 -0800,Northwestern NJ
3749, WiFi onboard 737800 far superior in pricing and performance userperceived bandwidth and Late Flightncy to recent  experiences,,2015-02-17 10:14:11 -0800,"Port Washington, NY 11050"
3750, Second day amp attempt trying to leave IAD amp Im on another plane delayed for mechanical issues Over an hour delayed,,2015-02-17 10:13:00 -0800,"Washington, DC"
3751, Is there a direct number to call to request a refund  Its telling me its not valid as I changed the ticket  No number on site,,2015-02-17 10:09:50 -0800,Southern New Jersey
3752, when is my plane coming  Been delayed for almost 7 hours No plane,,2015-02-17 10:06:57 -0800,
3753, Not fast enough  No excuse for service between big hubs to have such outdated craft Southwest has wifi This is awful,,2015-02-17 10:04:58 -0800,Houston
3754, thankful for great service in Newark Seats fixed and I was seated with my daughter Fab landing in Fort Myers,,2015-02-17 10:04:55 -0800,Massachusetts  
3755, my mothers flight was delayed from phlord Were on our way to N and the gate refused to upgrade A platinum  Blegh,,2015-02-17 10:00:17 -0800,"Houston, Texas"
3756, is Late Flight again  Everyone braved the weather and 40 passengers are waiting for a flight crew  Really,,2015-02-17 09:59:46 -0800,
3757, Miserable trip  lost bag Sat found Mon lost again shipping 2nd day ground Tues might have it for return flight home,,2015-02-17 09:58:54 -0800,
3758, spending the afternoon  Mia Not your fault  No lounge Very inconvenient,,2015-02-17 09:58:53 -0800,
3759, costumer service sucks Waiting for a week for a response,,2015-02-17 09:58:24 -0800,
3760, Is there a way to get  a copy of Febs edition of Hemisphere magazine with out flying,,2015-02-17 09:57:08 -0800,ottawa
3761, I somehow think Im going to be stuck paying for a hotel room in Denver without winter clothes on my dime  I guess well see,,2015-02-17 09:51:25 -0800,All Over The World
3762, I normally ask people to put on headphonesbut not toddlers Maybe planes should have a kid section near the back ,"[0.0, 0.0]",2015-02-17 09:50:20 -0800,
3763, of course I need help  Ive been DMing you ladies and gents all day Your only solution is hope for the best and LAX,,2015-02-17 09:48:54 -0800,All Over The World
3764, Confirmation number NJV4BP  All I need is email confirmation of flight from NYC  SFO Feb 4,,2015-02-17 09:47:29 -0800,"NYC, Toronto "
3765, Is Changing Its MileagePlus Program Winners and Losers  airline travel loyalty rewards,,2015-02-17 09:45:44 -0800,"Halifax, Nova Scotia"
3766, Brandi Zabsonre in Denver deserves a raise for bringing delight into a terrible travel situation big ups ,,2015-02-17 09:45:42 -0800,
3767, thank you And next flight to Durango then driving to Farmington New Mexico for work But hitting the slopes in Durango,,2015-02-17 09:39:43 -0800,pittsburgh
3768, I was denied use of a rear facing car seat on UA5025 an ERJ145 Can you confirm the actual policy,,2015-02-17 09:36:25 -0800,
3769, you better hold my flight to Tucson 5237 just landed in Houston after an hour delay for some minor computer problem,,2015-02-17 09:35:36 -0800,Deerfield
3770,Thx Stand by   I know its frustrating and I do appreciate your patience while we try to get you on your way JH,,2015-02-17 09:31:47 -0800,Indianapolis
3771, roundtrip tickets to NJ are DRAMATICALLY cheaper through Virgin pretty pricey via United Can you match them,,2015-02-17 09:31:09 -0800,
3772, dropped off a luggage at IAD over 2 months ago for repair from damages havent heard anything about it since when do I get it back,,2015-02-17 09:25:56 -0800,
3773, thats what I thought Thanks for the clarification,,2015-02-17 09:25:06 -0800,Bhutan
3774, feck guys Stop Cancelled Flightling flights from EWR to RIC the weather is fine I both locations,,2015-02-17 09:23:01 -0800,Usually in a plane
3775,  UA has been rolling out improvements too we think Hoping theyll catch up soon Meantime ANA is our preference,,2015-02-17 09:21:56 -0800,Bhutan
3776, official pleasantly surprised to find ANA has made major upgrades on their transpacific route in flights planes and service,,2015-02-17 09:19:55 -0800,Bhutan
3777, Step 1 Cancelled Flight flight Step 2 Dont notify customer Step 3 Charge them for food while they try to survive their wait Brilliant,,2015-02-17 09:18:17 -0800,
3778, i need my confirmation number Can you give it to me,,2015-02-17 09:18:02 -0800,
3779,  besides no small degree of selfinterest We take that route several times a year amp would hate to be in that situation,,2015-02-17 09:17:35 -0800,Bhutan
3780, we rebooked But  and I had to split up and take different flights because a pilot ran out of hours Frustrating,,2015-02-17 09:15:38 -0800,Kanasa City
3781, no worries about the tweets We all should do what we can to make sure we as in your tag line Fly the Friendly Skies,,2015-02-17 09:13:35 -0800,Bhutan
3782,  I am thankful to the  United ground staff who put me in the last seat on the last flight out Home Late Flight is still home,,2015-02-17 09:12:04 -0800,So Cal
3783, I appreciate the follow up,"[40.35805521, -111.78241283]",2015-02-17 09:11:52 -0800,"Salt Lake City, Utah"
3784,  thats the gist of what the flight attendant told her,,2015-02-17 09:09:03 -0800,Bhutan
3785, BTW is it true you have to remind flight staff after checking in even after indicating meal prefer on your reservation ,,2015-02-17 09:08:19 -0800,Bhutan
3786, what took me aback was the response by the flight attendant who put the responsibility squarely back on passengers shoulders ,,2015-02-17 09:06:26 -0800,Bhutan
3787, No but u cld explain how such a disorganized and inefficient company w surly and obviously unhappy employees stays in business,,2015-02-17 09:06:09 -0800,"New York, NY"
3788, sat at airport for 5 hrs still sitting at gate  Sigh,,2015-02-17 09:05:08 -0800,
3789, actually we did not consider she might have made a mistake She did not complain beyond that she indicated it on her reservation,,2015-02-17 09:03:01 -0800,Bhutan
3790, Gold Star for united change my flight miss all connections but cant accommodate me until a MUCH Late Flightr arrival timeNot HAPPY,,2015-02-17 09:01:07 -0800,Nova Scotia
3791,s firstclass cockup ,,2015-02-17 09:00:26 -0800,Toronto
3792, all day travel swag ijustwanttosleep,,2015-02-17 08:59:48 -0800,West Palm Beach 
3793, Thank you for the new Club at OHare Very comfortable You made the difficult weather days proficient and enjoyable,,2015-02-17 08:58:02 -0800,
3794, Filled in the form you sent the link to on 29115 and then either 9 or 10215,,2015-02-17 08:56:14 -0800,North West of England
3795, did not let me get on the IAHHNL direct Now weather delay for my SFO leg Stop being reactive and be proactive,,2015-02-17 08:49:42 -0800,"Island of Oahu, Hawaii"
3796, Bad coffee but the juice is ok GetPhilz  United Terminal SFO Airport ,"[37.62006843, -122.38822083]",2015-02-17 08:48:55 -0800,"Los Gatos, CA "
3797, why am i mot getting my refund,,2015-02-17 08:46:46 -0800,Jerusalem-London-Antwerp
3798, nothing apparently Ive flown w you 4 times in last 3 weeks and 3 of those experiences incl today were clusterfucks,,2015-02-17 08:42:37 -0800,"Tucson, AZ and Vancouver, BC"
3799, didnt get her name She was not in our group She was sitting behind us Think it was window seat 40 We only overheard,,2015-02-17 08:40:01 -0800,Bhutan
3800, You know what the United Club needs Power MOAR power Insufficient outlets for the RoadWarrior ORD,,2015-02-17 08:36:09 -0800,Virginia
3801, THRILLED to have my carryon checked against my will by two nasty gate agents only to see an entire empty bin when I boarded last,,2015-02-17 08:35:45 -0800,"Boston, MA"
3802, what if business as usual meant dropping the bully mentality and fostering inspiration for a greater business EmployeeRelations,,2015-02-17 08:09:46 -0800,"Wheatridge,Colo"
3803,  Ridiculous to fly outdated 757s anywhere much less btwn IAH and SFO No power ports no  Wifi no personal entertainment TOURE,,2015-02-17 08:05:12 -0800,Houston
3804, last night we waited forever at the gate because someone from corporate dispatch FORGOT to call the crew unfriendlyskies,"[0.0, 0.0]",2015-02-17 07:56:25 -0800,"ÜT: 40.976702,-72.210688"
3805, Broken entertainment system on my 8 hour NYC flight terrible cabin crew service and online complaint form wont work hopeless,,2015-02-17 07:55:15 -0800,"Portsmouth, UK"
3806, how much does it cost to check in an additional bag Traveling from newark to glasgow Thank you ,,2015-02-17 07:47:09 -0800,Glasgow
3807, call my work and tell them its your fault Im Late Flight,,2015-02-17 07:12:58 -0800,"grand rapids, michigan"
3808, New Apple crpe amazing Live from UA1207 Really nice crew too  AmericanAir has biscuits UA needs them 2 ,,2015-02-17 07:07:18 -0800,"ÜT: 34.188976,-118.613497"
3809, clicked on the link and got this confused ,"[30.09009009, -95.64621813]",2015-02-17 06:07:45 -0800,Houston
3810, is officially the worst most delayed and least helpful airline I have ever had the misfortune of flying on,,2015-02-17 05:26:15 -0800,"New York, NY"
3811, i have items of sentimental value that Im heartbroken are missing,,2015-02-17 04:33:32 -0800,Omagh/Belfast
3812, even though technically after I land I will be silver,,2015-02-17 02:38:11 -0800,
3813, still waiting for a reply,,2015-02-17 02:23:03 -0800,
3814, please see a flight attendant for what Why isnt there enough room for over head bags I carry on to save time,,2015-02-17 02:10:58 -0800,
3815,Wanted to get my bag benefit but instead get 25 pricing on all three tickets When adding a card MP Visa is only option ,"[38.9058375, -77.00423674]",2015-02-17 01:54:53 -0800,"Washington, DC"
3816, I tried 2 DM it would not go thru not sure why,"[0.0, 0.0]",2015-02-17 01:32:09 -0800,New Jersey
3817, link to current status of flightsairports Fly BWIEWRMCO this morning yet cant yet tell what any problems are except see snow,,2015-02-17 01:18:29 -0800,Tweets = My Opinion
3818, I like delays less than you because Im the one on the plane Connect me with a voucher,,2015-02-17 00:05:27 -0800,"Portland, OR"
3819, and dont hope for me having a nicer flight some other time try to do things right You sold me those tickets with that connetion,,2015-02-17 00:01:07 -0800,
3820, the we got into the gate at IAH on time and have given our seats and closed the flight If you know people is arriving have to wait,,2015-02-16 23:52:20 -0800,
3821, yes We waited in line for almost an hour to do so Some passengers just left not wanting to wait past 1am,,2015-02-16 23:48:48 -0800,"Washington, DC"
3822,United Airlines Phone Number  Luggage Tips to Recollect When Flying published by wwwedo ,,Tue Jul 30 23:00:27 +0000 2019,"California, USA"
3823,American and United Airlines CEOs Just Met With President Trump What Happened Next Shocked Them Read it at ,,Sat Jul 20 22:05:51 +0000 2019,"Miramar, FL"
3824,ExpressJet Airlines a United Express Carrier Announces New Chicago Embraer E175 Crew Base ,,Fri Jul 26 22:01:49 +0000 2019,SFO
3825,Grounding of Boeing Jet Complicates Uniteds 2020 Planning by The Associated Press via NYT ,,Wed Jul 17 21:18:47 +0000 2019,"Calgary, Alberta"
3827,I remember being upside down in a cornfield and on fire a survivor looks back on one of the deadliest aviation ,,Fri Jul 19 22:33:44 +0000 2019,"Chicago, Illinois"
3828,I suspect the lemony cloth hasnt quite been our Excalibur  Is this gal English by any chance  Ha ha  ,,Tue Jun 18 23:19:28 +0000 2019,
3829,More layoffs coming at DIA after United Airlines picks new cargo handler via  denver ,,Wed Jul 24 23:23:18 +0000 2019,
3830,My Costa Rica  United Airlines Fred Thome on MustSee Costa Rica amp 7 Great Hotels ,,Wed Jul 31 22:30:50 +0000 2019,The Americas
3831,Spiderman Far from Home had 288M in cross market advertising from Audi cars to Papa Johns boxes That is an 8 ,,Mon Jul 08 21:53:30 +0000 2019,Los Angeles
3832,These are the times that try mens souls Thomas Paine December 1776while looking at the delay notification on ,,Fri Jul 05 23:54:08 +0000 2019,
3833,United Airlines Extends 737 MAX Cancellations Until September 3 by Reuters via NYT ,,Wed Jun 26 23:51:14 +0000 2019,"Calgary, Alberta"
3835,United Airlines Flight 232 DC10 at Sioux City is todays Featured Map on  Permalink ,,Fri Jul 19 20:13:25 +0000 2019,California
3836,United Airlines recently announced it will be offering customers a second daily nonstop flight between San Francis ,,Sun Jul 28 23:00:16 +0000 2019,"Colorado Springs, CO"
3837,United is buying used planes to add capacity as the 737 Max remains grounded  ,,Wed Jul 17 22:39:03 +0000 2019,"Vernon, British Columbia"
3838,We feel so passionately that you need to watch the safety video every time youre on the plane said Mark Krolick ,,Mon Jul 22 20:13:46 +0000 2019,
3839, United Airlines engine trouble today They strung us along in 10 minute and then half hour increments before canc ,,Sun Jul 28 20:34:37 +0000 2019,
3840,1job should be enough for thousands of airline food workers integral to the success of a multibilliondollarindu ,,Wed Jul 03 20:46:56 +0000 2019,"Johannesburg, Tejazlán #Denver"
3841,42sTop42 UnitedCairlines United Airlines up 20  4712 million gain At 24 billion marketCap UAL represents ,,Fri Jul 12 23:31:35 +0000 2019,United States
3842,Airlines based in the United States continue an 8 yr profitability streak but margins are being increasingly sque ,,Tue Jul 09 21:00:12 +0000 2019,Global
3843,Airlines need to be on forefront of climate change reform  Unprecedented storms in major cities are disrupting ai ,,Sun Jun 23 21:51:11 +0000 2019,"Solar System, Milky Way"
3844,Antsintheirpants  United Airlines strikes once again with exemplary customer care What happened when my flight w ,,Tue Jul 02 21:25:13 +0000 2019,
3845,ArcherTravel  Worried about a middle seat with that basic economy ticket Reserve a seat  for a fee  via ,,Tue Jul 23 22:55:17 +0000 2019,"La Crescenta-Montrose, CA"
3846,Atlanta United Airlines B737800 SFO To San Diego Landing July 16 2019 ,,Tue Jul 16 23:04:38 +0000 2019,
3847,Avgeek  Airlines presses  for clarity on intentions toward its proposed New Midmarket Airplane or ,,Thu Jul 18 22:56:42 +0000 2019,"Seattle, WA"
3848,CountDownToKickoff Tminus 36 days until FB hosts Fresno State at United Airlines Field FightOn ,,Fri Jul 26 21:13:04 +0000 2019,"Los Angeles, CA"
3849,FUNFACT Prior to forming the motherdaughter real estate team Kathy was a Captain at United Airlines and Sarah ,,Sat Jul 06 19:22:47 +0000 2019,"Phuket, Thailand"
3850,ICYMI United Doubles Flights Between San Francisco And Hong Kong   ,,Sun Jul 07 22:00:00 +0000 2019,Your local newsstand
3852,ICYMI United Upgrades All NewarkLondon Flights To Polaris 767300 Product   ,,Sat Jul 27 21:00:00 +0000 2019,"Miami, FL"
3854,LetecitiaSandoval wonderful United airlines representative who handled things very professionally She is the greatest Give her a raise,,Tue Jul 02 22:53:42 +0000 2019,
3855,LosAngeles Hollywood At least 19 UNaffiliated personnel killed in Ethiopian crash agency chief  At least 19 a ,,Wed Jul 17 21:58:54 +0000 2019,"Los Angeles, CA"
3856,MondayThoughts CLEAR Tech reminds me of the Mark of the beast  Rev 131518  Using your eyesforehead and fi ,,Mon Jul 29 22:54:30 +0000 2019,"Detroit, MI"
3857,NEWS   and  sign contract for up to 39 E175 at the  Learn more ,,Mon Jun 17 12:30:50 +0000 2019,"São Paulo, Brasil"
3859,NewarkAirport unitedAIRLINES   Were you a part of the said Weather related delays and cancellations yesterday ,,Sun Jul 07 22:20:08 +0000 2019,Following #Jesus
3860,Oakland United Airlines B737800 SFO To San Diego Landing July 16 2019 ,,Tue Jul 16 23:01:47 +0000 2019,"Oakland, CA"
3861,ProtectMyPlane           how do w ,,Fri Jul 19 21:36:53 +0000 2019,
3862,Rockies broadcaster Jerry Schemmel thankful for every day on earth He survived the 1989 crash of United Airlines ,,Fri Jul 12 22:58:37 +0000 2019,Denver
3863,Spoiler Alert Its crazy that airlines made 34 of a BILLION dollars on baggage fees ,,Sat Jun 22 22:01:40 +0000 2019,"Austin, TX"
3864,UNITED AIRLINES cancelled my flight booked me on another late night cancelled that one but shipped my bag ahead ,,Sun Jun 30 23:54:26 +0000 2019,
3865,UPDATE Firefighters contain blaze at United Airlines maintenance facility at SFO No injuries were reported ,,Wed Jul 31 15:30:52 +0000 2019,San Francisco Bay Area
3866,United Airlines Nearly Gave Teen The Home Alone 2 Treatment With The Wrong International Flight ,,Tue Jul 02 22:00:49 +0000 2019,San Francisco
